"","gene_name","Temperate","Lytic","a","c","b","d","p_two_sided","OR","OR_cc","plot_OR","direction","prevalence","dataset","COGlet","fisher_test"
"20","Cobalamine/B12 biosynthesis",1,0,1,0,322,456,0.414634146341463,Inf,4.24651162790698,2.08627820039476,"Temperate",1,"INPHARED","R","AVG_SporBacil_Lifestyle"
"21","Cobalamine/B12 biosynthesis",17,21,17,21,7901,796,1.18602819346401e-12,0.0815568855057527,0.0820494783887075,3.60736202761912,"Lytic",38,"UHGV","R","AVG_SporBacil_Lifestyle"
"22","Coenzyme (H)",0,17,0,17,323,439,0.000177873064518835,0,0.0388165157871495,4.68718556379407,"Lytic",17,"INPHARED","H","AVG_SporBacil_Lifestyle"
"23","Coenzyme (H)",32,27,32,27,7886,790,2.86924389199795e-13,0.118728924206987,0.118459046817634,3.0775397122608,"Lytic",59,"UHGV","H","AVG_SporBacil_Lifestyle"
"24","CRISPR-Cas system",1,0,1,0,322,456,0.414634146341463,Inf,4.24651162790698,2.08627820039476,"Temperate",1,"INPHARED","V","AVG_SporBacil_Lifestyle"
"25","CRISPR-Cas system",187,0,187,0,7731,817,1.39729610957468e-08,Inf,39.6511026320895,5.30928908035581,"Temperate",187,"UHGV","V","AVG_SporBacil_Lifestyle"
"26","Cysteine biosynthesis",10,10,10,10,313,446,0.493393091946422,1.42492012779553,1.42424242424242,0.510194732319184,"Temperate",20,"INPHARED","S","AVG_SporBacil_Lifestyle"
"27","Cysteine biosynthesis",836,29,836,29,7082,788,1.24835761043464e-12,3.207587959762,3.15688705151753,1.65850264420156,"Temperate",865,"UHGV","S","AVG_SporBacil_Lifestyle"
"28","Defense (V)",1552,89,1552,89,6366,728,1.70991603831243e-10,1.99418963807023,1.98489430753767,0.98906218819901,"Temperate",1641,"UHGV","V","AVG_SporBacil_Lifestyle"
"29","Defense (V)",83,10,83,10,240,446,1.97018471683087e-24,15.4241666666667,14.7639837639838,3.88401015104647,"Temperate",93,"INPHARED","V","AVG_SporBacil_Lifestyle"
"30","Energy (C)",27,2,27,2,7891,815,1,1.3943099733874,1.13672939238421,0.184888849893236,"Temperate",29,"UHGV","C","AVG_SporBacil_Lifestyle"
"31","Energy (C)",4,1,4,1,319,455,0.166146515142336,5.70532915360502,4.27699530516432,2.09659762357621,"Temperate",5,"INPHARED","C","AVG_SporBacil_Lifestyle"
"32","Fatty acid biosynthesis",2,0,2,0,7916,817,1,Inf,0.516326659508621,0.95364400415218,"Temperate",2,"UHGV","I","AVG_SporBacil_Lifestyle"
"33","Folate biosynthesis",0,1,0,1,323,455,1,0,0.469345698093766,1.09127715891161,"Lytic",1,"INPHARED","H","AVG_SporBacil_Lifestyle"
"34","Folate biosynthesis",15,10,15,10,7903,807,4.29524215995425e-05,0.153169682399089,0.150822269820182,2.72907862790523,"Lytic",25,"UHGV","H","AVG_SporBacil_Lifestyle"
"35","Gen. function (R)",73,149,73,149,250,307,0.0022043318359779,0.601637583892617,0.603508701660225,0.728553522330347,"Lytic",222,"INPHARED","R","AVG_SporBacil_Lifestyle"
"36","Gen. function (R)",1398,69,1398,69,6520,748,6.90023739985059e-13,2.32440650840224,2.3098754950491,1.20781509081186,"Temperate",1467,"UHGV","R","AVG_SporBacil_Lifestyle"
"37","General transport (U)",80,12,80,12,7838,805,0.208572206463953,0.684698477502764,0.661787331759903,0.595560419710303,"Lytic",92,"UHGV","U","AVG_SporBacil_Lifestyle"
"38","General transport (U)",11,22,11,22,312,434,0.371163179939625,0.69551282051282,0.710648888888889,0.492791153007711,"Lytic",33,"INPHARED","U","AVG_SporBacil_Lifestyle"
"39","Gluconeogenesis",1,0,1,0,322,456,0.414634146341463,Inf,4.24651162790698,2.08627820039476,"Temperate",1,"INPHARED","G","AVG_SporBacil_Lifestyle"
"40","Gluconeogenesis",2,0,2,0,7916,817,1,Inf,0.516326659508621,0.95364400415218,"Temperate",2,"UHGV","G","AVG_SporBacil_Lifestyle"
"41","Glutamine biosynthesis",4,0,4,0,7914,817,1,Inf,0.929622844146819,0.105282573549838,"Temperate",4,"UHGV","E","AVG_SporBacil_Lifestyle"
"42","Glycine cleavagePyruvate oxidation",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","C","AVG_SporBacil_Lifestyle"
"43","Glycolysis",5,0,5,0,7913,817,1,Inf,1.13634927655273,0.184406340213609,"Temperate",5,"UHGV","G","AVG_SporBacil_Lifestyle"
"44","Heme biosynthesis",1,2,1,2,322,454,1,0.704968944099379,0.845581395348837,0.241984460282715,"Lytic",3,"INPHARED","J","AVG_SporBacil_Lifestyle"
"45","Heme biosynthesis",5,0,5,0,7913,817,1,Inf,1.13634927655273,0.184406340213609,"Temperate",5,"UHGV","J","AVG_SporBacil_Lifestyle"
"46","Histidine biosynthesis",6,0,6,0,7912,817,1,Inf,1.34312796208531,0.425596759323471,"Temperate",6,"UHGV","E","AVG_SporBacil_Lifestyle"
"47","Histidine biosynthesis, Purine biosynthesis",7,14,7,14,7911,803,2.19746533567946e-10,0.0507521173050183,0.0525315614328335,4.25067172239753,"Lytic",21,"UHGV","F","AVG_SporBacil_Lifestyle"
"48","Histidine biosynthesis, Purine biosynthesis",0,37,0,37,323,419,2.1940686223555e-09,0,0.0172900566718187,5.85391359204857,"Lytic",37,"INPHARED","F","AVG_SporBacil_Lifestyle"
"49","Inorganic ion (P)",70,6,70,6,253,450,2.0958485491923e-22,20.7509881422925,19.2749203459263,4.2686529930679,"Temperate",76,"INPHARED","P","AVG_SporBacil_Lifestyle"
"50","Inorganic ion (P)",1261,16,1261,16,6657,801,6.1505687719938e-38,9.48307232987832,9.20440378247363,3.20232427367442,"Temperate",1277,"UHGV","P","AVG_SporBacil_Lifestyle"
"51","Isoleucine, leucine, valine biosynthesis",5,0,5,0,7913,817,1,Inf,1.13634927655273,0.184406340213609,"Temperate",5,"UHGV","S","AVG_SporBacil_Lifestyle"
"52","Isoprenoid biosynthesis",6,0,6,0,7912,817,1,Inf,1.34312796208531,0.425596759323471,"Temperate",6,"UHGV","H","AVG_SporBacil_Lifestyle"
"53","Lipid (I)",50,1,50,1,7868,816,0.0862810531223563,5.18556176919166,3.49352905043316,1.80468513704727,"Temperate",51,"UHGV","I","AVG_SporBacil_Lifestyle"
"54","Lipid A biosynthesis",2,0,2,0,7916,817,1,Inf,0.516326659508621,0.95364400415218,"Temperate",2,"UHGV","M","AVG_SporBacil_Lifestyle"
"55","Lysine biosynthesis",7,2,7,2,7911,815,0.203011778690383,0.360573884464669,0.309233394425836,1.69323196912053,"Lytic",9,"UHGV","E","AVG_SporBacil_Lifestyle"
"56","Menaquinone biosynthesis",2,1,2,1,7916,816,0.255195364684158,0.206164729661445,0.171898355754858,2.54037234969709,"Lytic",3,"UHGV","S","AVG_SporBacil_Lifestyle"
"57","Methionine biosynthesis",2,0,2,0,321,456,0.171609505298138,Inf,7.099533437014,2.82772421754364,"Temperate",2,"INPHARED","E","AVG_SporBacil_Lifestyle"
"58","Methionine biosynthesis",20,2,20,2,7898,815,1,1.0319068118511,0.846629106792429,0.240198006061827,"Temperate",22,"UHGV","E","AVG_SporBacil_Lifestyle"
"59","Molybdopterin biosynthesis",40,18,40,18,7878,799,3.04937965555177e-06,0.225381512510225,0.222156090214731,2.17035440277575,"Lytic",58,"UHGV","H","AVG_SporBacil_Lifestyle"
"60","Motility (N)",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","N","AVG_SporBacil_Lifestyle"
"61","Mureine biosynthesis",2,0,2,0,7916,817,1,Inf,0.516326659508621,0.95364400415218,"Temperate",2,"UHGV","M","AVG_SporBacil_Lifestyle"
"62","NAD biosynthesis",17,14,17,14,7901,803,2.04791559179885e-07,0.123411141446833,0.122728770399335,3.02645460589481,"Lytic",31,"UHGV","H","AVG_SporBacil_Lifestyle"
"63","NAD biosynthesis",1,38,1,38,322,418,1.49290705167571e-08,0.0341614906832298,0.0505587435819994,4.30589557773402,"Lytic",39,"INPHARED","H","AVG_SporBacil_Lifestyle"
"64","NO_HIT",7917,817,7917,817,1,0,1,0,3.22833843017329,1.69079182580895,"Lytic",8734,"UHGV","0","AVG_SporBacil_Lifestyle"
"65","NO_HIT",322,455,322,455,1,1,1,0.707692307692308,0.70801317233809,0.498151893491434,"Lytic",777,"INPHARED","0","AVG_SporBacil_Lifestyle"
"66","Non-phosphorylated Entner-Doudoroff pathway",1,1,1,1,7917,816,0.178325053030161,0.103069344448655,0.103125986738238,3.27752017135386,"Lytic",2,"UHGV","G","AVG_SporBacil_Lifestyle"
"67","Nucleotide (F)",32,63,32,63,291,393,0.11951526587133,0.685976108656521,0.690900987290825,0.533449121436721,"Lytic",95,"INPHARED","F","AVG_SporBacil_Lifestyle"
"68","Nucleotide (F)",71,38,71,38,7847,779,1.75054360377114e-13,0.185484898687396,0.18447185181814,2.4385273996882,"Lytic",109,"UHGV","F","AVG_SporBacil_Lifestyle"
"69","Pantothenate/CoA biosynthesis",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","H","AVG_SporBacil_Lifestyle"
"70","Phage-associated",7916,801,7916,801,2,16,3.83064384352889e-15,79.0611735330836,65.1888958203369,6.02655433374153,"Temperate",8717,"UHGV","Ph","AVG_SporBacil_Lifestyle"
"71","Phage-associated",321,456,321,456,2,0,0.171609505298138,0,0.140854326396495,2.82772421754364,"Lytic",777,"INPHARED","Ph","AVG_SporBacil_Lifestyle"
"72","Phospholipid biosynthesis",0,1,0,1,7918,816,0.0935317687464225,0,0.034370987771253,4.86266487655125,"Lytic",1,"UHGV","I","AVG_SporBacil_Lifestyle"
"73","Phospholipid biosynthesis",1,0,1,0,322,456,0.414634146341463,Inf,4.24651162790698,2.08627820039476,"Temperate",1,"INPHARED","I","AVG_SporBacil_Lifestyle"
"74","Posttranslational (O)",1337,109,1337,109,6581,708,0.00876527066188348,1.31961206085353,1.31490579828543,0.394959446502723,"Temperate",1446,"UHGV","O","AVG_SporBacil_Lifestyle"
"75","Posttranslational (O)",38,36,38,36,285,420,0.0822129862592714,1.55555555555556,1.55355900487009,0.635577036707186,"Temperate",74,"INPHARED","O","AVG_SporBacil_Lifestyle"
"76","Proline biosynthesis",3,0,3,0,7915,817,1,Inf,0.722948645063483,0.468034926471224,"Temperate",3,"UHGV","E","AVG_SporBacil_Lifestyle"
"77","Purine biosynthesis",1,0,1,0,322,456,0.414634146341463,Inf,4.24651162790698,2.08627820039476,"Temperate",1,"INPHARED","F","AVG_SporBacil_Lifestyle"
"78","Purine biosynthesis",2,0,2,0,7916,817,1,Inf,0.516326659508621,0.95364400415218,"Temperate",2,"UHGV","F","AVG_SporBacil_Lifestyle"
"79","Purine salvage",2,1,2,1,7916,816,0.255195364684158,0.206164729661445,0.171898355754858,2.54037234969709,"Lytic",3,"UHGV","F","AVG_SporBacil_Lifestyle"
"80","Pyridoxal phosphate biosynthesis",8,0,8,0,7910,817,1,Inf,1.75684217179698,0.812984590780964,"Temperate",8,"UHGV","S","AVG_SporBacil_Lifestyle"
"81","Pyrimidine biosynthesis",7,0,7,0,7911,817,1,Inf,1.54995892055868,0.632229979440393,"Temperate",7,"UHGV","F","AVG_SporBacil_Lifestyle"
"82","Pyrimidine degradation",4,0,4,0,319,456,0.0292357076255236,Inf,12.8591549295775,3.68472393047954,"Temperate",4,"INPHARED","S","AVG_SporBacil_Lifestyle"
"83","Pyrimidine degradation",22,12,22,12,7896,805,3.25503211052319e-05,0.186908983451537,0.183612993098208,2.44525994237147,"Lytic",34,"UHGV","S","AVG_SporBacil_Lifestyle"
"84","Pyrimidine salvage",4,31,4,31,319,425,0.000144304155003196,0.171908180806957,0.190252626872345,2.39401172131864,"Lytic",35,"INPHARED","F","AVG_SporBacil_Lifestyle"
"85","Pyrimidine salvage",24,3,24,3,7894,814,0.736059814195368,0.824930326830504,0.72221166634999,0.469506369630808,"Lytic",27,"UHGV","F","AVG_SporBacil_Lifestyle"
"86","Pyruvate oxidation",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","C","AVG_SporBacil_Lifestyle"
"87","Replication, recombination, repair (L)",4138,195,4138,195,3780,622,2.8634632832962e-56,3.49184099850767,3.48567034157987,1.80143613255681,"Temperate",4333,"UHGV","L","AVG_SporBacil_Lifestyle"
"88","Replication, recombination, repair (L)",157,200,157,200,166,256,0.214705214383935,1.21060240963855,1.21015029992586,0.27518624046815,"Temperate",357,"INPHARED","L","AVG_SporBacil_Lifestyle"
"89","Riboflavin/FAD biosynthesis",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","H","AVG_SporBacil_Lifestyle"
"90","Ribosome 30S subunit",10,1,10,1,7908,816,1,1.03186646433991,0.722703420370487,0.468524372666946,"Temperate",11,"UHGV","J","AVG_SporBacil_Lifestyle"
"91","Ribosome 50S subunit",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","J","AVG_SporBacil_Lifestyle"
"92","RNA polymerase",11,2,11,2,7907,815,0.346822245934584,0.566902744403693,0.474397723680051,1.07583100752322,"Lytic",13,"UHGV","K","AVG_SporBacil_Lifestyle"
"93","RNA polymerase",0,1,0,1,323,455,1,0,0.469345698093766,1.09127715891161,"Lytic",1,"INPHARED","K","AVG_SporBacil_Lifestyle"
"94","Secondary metabolite (Q)",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","Q","AVG_SporBacil_Lifestyle"
"95","Serine biosynthesis",12,4,12,4,7906,813,0.0556586840870064,0.308499873513787,0.285805631091156,1.80689375344575,"Lytic",16,"UHGV","E","AVG_SporBacil_Lifestyle"
"96","Signal transd. (T)",147,14,147,14,7771,803,0.891448866782503,1.08499549607515,1.0517319028191,0.0727669938254887,"Temperate",161,"UHGV","T","AVG_SporBacil_Lifestyle"
"97","Signal transd. (T)",11,16,11,16,312,440,1,0.969551282051282,0.982448484848485,0.0255463339304764,"Lytic",27,"INPHARED","T","AVG_SporBacil_Lifestyle"
"98","Sporulation",268,233,268,233,55,223,7.23584874371636e-21,4.66359734685915,4.63064992187048,2.21121469310896,"Temperate",501,"INPHARED","Sp","AVG_SporBacil_Lifestyle"
"99","Sporulation",5412,387,5412,387,2506,430,7.50007382498843e-32,2.39957435488162,2.3990077411633,1.26243781295435,"Temperate",5799,"UHGV","Sp","AVG_SporBacil_Lifestyle"
"100","TCA cycle",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","C","AVG_SporBacil_Lifestyle"
"101","Thiamine biosynthesis",1,0,1,0,7917,817,1,Inf,0.309756867698137,1.69079182580895,"Temperate",1,"UHGV","H","AVG_SporBacil_Lifestyle"
"102","Thymidylate biosynthesis",5,21,5,21,318,435,0.0243621402462249,0.325696316262354,0.349786426198386,1.51545378972224,"Lytic",26,"INPHARED","F","AVG_SporBacil_Lifestyle"
"103","Thymidylate biosynthesis",88,102,88,102,7830,715,7.65737426540238e-56,0.0787819597826359,0.0788931959302353,3.66395530805297,"Lytic",190,"UHGV","F","AVG_SporBacil_Lifestyle"
"104","Transcription (K)",762,19,762,19,7156,798,1.34874106755337e-15,4.47233091112353,4.36294242100153,2.12530143418113,"Temperate",781,"UHGV","K","AVG_SporBacil_Lifestyle"
"105","Transcription (K)",52,0,52,0,271,456,9.74251244309925e-22,Inf,176.546961325967,7.46390817984598,"Temperate",52,"INPHARED","K","AVG_SporBacil_Lifestyle"
"106","Translation (J)",8,134,8,134,315,322,7.83805680527525e-26,0.061028192371476,0.064599178739123,3.95234036597822,"Lytic",142,"INPHARED","J","AVG_SporBacil_Lifestyle"
"107","Translation (J)",145,34,145,34,7773,783,6.9281320705663e-05,0.429597929484414,0.425075717110249,1.23420824900189,"Lytic",179,"UHGV","J","AVG_SporBacil_Lifestyle"
"108","Translation factors",13,4,13,4,7905,813,0.0675958111892303,0.334250474383302,0.30870912655746,1.69567996002452,"Lytic",17,"UHGV","J","AVG_SporBacil_Lifestyle"
"109","Translation factors",1,0,1,0,322,456,0.414634146341463,Inf,4.24651162790698,2.08627820039476,"Temperate",1,"INPHARED","J","AVG_SporBacil_Lifestyle"
"110","tRNA modification",80,25,80,25,7838,792,8.83056681996566e-06,0.323347792804287,0.3191699592384,1.64760322558687,"Lytic",105,"UHGV","J","AVG_SporBacil_Lifestyle"
"111","tRNA modification",2,2,2,2,321,454,1,1.41433021806854,1.41368584758942,0.49946155686616,"Temperate",4,"INPHARED","J","AVG_SporBacil_Lifestyle"
"112","Unknown function (S)",2114,150,2114,150,5804,667,1.1611882213929e-07,1.61961635653572,1.61568853813444,0.692149111581701,"Temperate",2264,"UHGV","S","AVG_SporBacil_Lifestyle"
"113","Unknown function (S)",69,74,69,74,254,382,0.0744968258400783,1.40231964247712,1.40207803167152,0.487566643765665,"Temperate",143,"INPHARED","S","AVG_SporBacil_Lifestyle"
