"","gene_name","Temperate","Lytic","a","c","b","d","p_two_sided","OR","OR_cc","plot_OR","direction","prevalence","dataset","COGlet","fisher_test"
"17","Biotin biosynthesis",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"18","Carbohydrate (G)",165,22,165,22,935,923,6.39543812696667e-26,7.40374331550802,7.2612031593325,2.8602086182192,"Temperate",187,"INPHARED","G","AVG_NonSporBacil_Lifestyle"
"19","Carbohydrate (G)",113,17,113,17,3305,909,0.021788577645931,1.82819257809024,1.78452795125008,0.835542498648952,"Temperate",130,"UHGV","G","AVG_NonSporBacil_Lifestyle"
"20","Cell cycle (D)",9,2,9,2,1091,943,0.0730717375303865,3.88955087076077,3.28474576271186,1.71578171116588,"Temperate",11,"INPHARED","D","AVG_NonSporBacil_Lifestyle"
"21","Cell cycle (D)",174,5,174,5,3244,921,4.62579383690864e-13,9.88002466091245,9.01115173930708,3.17171151251993,"Temperate",179,"UHGV","D","AVG_NonSporBacil_Lifestyle"
"22","Cell membrane (M)",285,52,285,52,3133,874,0.00552474392940145,1.52894743303297,1.51766851307301,0.601856713830108,"Temperate",337,"UHGV","M","AVG_NonSporBacil_Lifestyle"
"23","Cell membrane (M)",33,8,33,8,1067,937,0.000416888724820496,3.62242268041237,3.46122055379529,1.79128087497019,"Temperate",41,"INPHARED","M","AVG_NonSporBacil_Lifestyle"
"24","Cobalamine/B12 biosynthesis",4,244,4,244,1096,701,1.31380538713993e-83,0.0104852219696063,0.0117747769674284,6.40815645656362,"Lytic",248,"INPHARED","R","AVG_NonSporBacil_Lifestyle"
"25","Cobalamine/B12 biosynthesis",9,1,9,1,3409,925,0.699264005085247,2.44206512173658,1.71916703328934,0.781709723053999,"Temperate",10,"UHGV","R","AVG_NonSporBacil_Lifestyle"
"26","Coenzyme (H)",8,46,8,46,1092,899,2.42482082108966e-09,0.143175664914795,0.150503186437342,2.73213406299417,"Lytic",54,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"27","Coenzyme (H)",11,13,11,13,3407,913,0.000405235454927681,0.226750355602718,0.228368794326241,2.13056256917154,"Lytic",24,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"28","CRISPR-Cas system",80,0,80,0,3338,926,6.28768238768593e-09,Inf,44.6806949228695,5.4815797192489,"Temperate",80,"UHGV","V","AVG_NonSporBacil_Lifestyle"
"29","Cysteine biosynthesis",15,11,15,11,1085,934,0.843575736890975,1.17385839966485,1.16033484869725,0.214541197459876,"Temperate",26,"INPHARED","S","AVG_NonSporBacil_Lifestyle"
"30","Cysteine biosynthesis",130,6,130,6,3288,920,2.80343490876115e-08,6.06244931062449,5.61982900784786,2.49052623484427,"Temperate",136,"UHGV","S","AVG_NonSporBacil_Lifestyle"
"31","Defense (V)",117,33,117,33,983,912,2.524477153431e-10,3.28937390178489,3.25425490746572,1.70232726248344,"Temperate",150,"INPHARED","V","AVG_NonSporBacil_Lifestyle"
"32","Defense (V)",682,36,682,36,2736,890,1.72040471640931e-39,6.16248375568551,6.08482738424495,2.60521633682133,"Temperate",718,"UHGV","V","AVG_NonSporBacil_Lifestyle"
"33","Energy (C)",3,6,3,6,3415,920,0.00427528126042835,0.134699853587116,0.145118971205928,2.78469196159136,"Lytic",9,"UHGV","C","AVG_NonSporBacil_Lifestyle"
"34","Energy (C)",8,0,8,0,1092,945,0.00897203223087539,Inf,14.712585812357,3.87897892481214,"Temperate",8,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"35","Fatty acid biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","I","AVG_NonSporBacil_Lifestyle"
"36","Fatty acid biosynthesis",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","I","AVG_NonSporBacil_Lifestyle"
"37","FoF1-type ATP synthase",1,0,1,0,1099,945,1,Inf,2.57980900409277,1.36726425981595,"Temperate",1,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"38","Folate biosynthesis",1,0,1,0,1099,945,1,Inf,2.57980900409277,1.36726425981595,"Temperate",1,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"39","Folate biosynthesis",12,8,12,8,3406,918,0.0532082171034836,0.404286553141515,0.39651703922432,1.33454523179231,"Lytic",20,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"40","Gen. function (R)",94,351,94,351,1006,594,8.51718391023367e-57,0.158128154152011,0.158797828340538,2.65473691202715,"Lytic",445,"INPHARED","R","AVG_NonSporBacil_Lifestyle"
"41","Gen. function (R)",404,39,404,39,3014,887,2.53071624982638e-13,3.04857672740884,3.01491105227686,1.59211543949451,"Temperate",443,"UHGV","R","AVG_NonSporBacil_Lifestyle"
"42","General transport (U)",61,2,61,2,3357,924,6.96939844428916e-05,8.39499553172475,6.77370067014147,2.75994423554127,"Temperate",63,"UHGV","U","AVG_NonSporBacil_Lifestyle"
"43","General transport (U)",8,0,8,0,1092,945,0.00897203223087539,Inf,14.712585812357,3.87897892481214,"Temperate",8,"INPHARED","U","AVG_NonSporBacil_Lifestyle"
"44","Gluconeogenesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"45","Gluconeogenesis",7,0,7,0,3411,926,0.357726094830863,Inf,4.07372123699253,2.02634726067486,"Temperate",7,"UHGV","C","AVG_NonSporBacil_Lifestyle"
"46","Glutamine biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"47","Glycine cleavage",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","E","AVG_NonSporBacil_Lifestyle"
"48","Glycine cleavage",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"49","Glycolysis",8,0,8,0,3410,926,0.215639058938452,Inf,4.61823779504472,2.20734246001097,"Temperate",8,"UHGV","G","AVG_NonSporBacil_Lifestyle"
"50","Glycolysis",4,0,4,0,1096,945,0.128945914403594,Inf,7.76060191518468,2.95616855271848,"Temperate",4,"INPHARED","G","AVG_NonSporBacil_Lifestyle"
"51","Heme biosynthesis",5,0,5,0,3413,926,0.591250139148998,Inf,2.9856452321664,1.57804274812433,"Temperate",5,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"52","Heme biosynthesis",4,36,4,36,1096,909,5.75340060389685e-09,0.0921532846715328,0.102261866836572,3.28965982645981,"Lytic",40,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"53","Histidine biosynthesis",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","S","AVG_NonSporBacil_Lifestyle"
"54","Histidine biosynthesis, Purine biosynthesis",0,206,0,206,1100,739,1.21094549094384e-75,0,0.00162703943727977,9.26353506421193,"Lytic",206,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"55","Histidine biosynthesis, Purine biosynthesis",0,1,0,1,3418,925,0.213167587476979,0,0.090244259178002,3.47002103083704,"Lytic",1,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"56","Inorganic ion (P)",57,5,57,5,1043,940,4.98198304223239e-11,10.274209012464,9.42261619549593,3.23612768067044,"Temperate",62,"INPHARED","P","AVG_NonSporBacil_Lifestyle"
"57","Inorganic ion (P)",351,10,351,10,3067,916,3.8261945962925e-26,10.4830779263124,10.0019327046222,3.32220689828339,"Temperate",361,"UHGV","P","AVG_NonSporBacil_Lifestyle"
"58","Isoleucine, leucine, valine biosynthesis",5,0,5,0,1095,945,0.0657917880520564,Inf,9.49383842994067,3.24699149759684,"Temperate",5,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"59","Isoprenoid biosynthesis",4,0,4,0,1096,945,0.128945914403594,Inf,7.76060191518468,2.95616855271848,"Temperate",4,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"60","Lipid (I)",12,238,12,238,1088,707,4.75050769784383e-71,0.0327638408304498,0.0340658822124575,4.87552862069975,"Lytic",250,"INPHARED","I","AVG_NonSporBacil_Lifestyle"
"61","Lipid (I)",21,2,21,2,3397,924,0.200071537098861,2.85604945540183,2.34016188373804,1.22660833356418,"Temperate",23,"UHGV","I","AVG_NonSporBacil_Lifestyle"
"62","Lipoate biosynthesis",1,0,1,0,1099,945,1,Inf,2.57980900409277,1.36726425981595,"Temperate",1,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"63","Lysine biosynthesis",2,1,2,1,3416,925,0.512959099042705,0.541569086651054,0.451485438314064,1.14724863743786,"Lytic",3,"UHGV","E","AVG_NonSporBacil_Lifestyle"
"64","Lysine biosynthesis",4,0,4,0,1096,945,0.128945914403594,Inf,7.76060191518468,2.95616855271848,"Temperate",4,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"65","Menaquinone biosynthesis",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","S","AVG_NonSporBacil_Lifestyle"
"66","Menaquinone biosynthesis",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","S","AVG_NonSporBacil_Lifestyle"
"67","Methionine biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"68","Methionine biosynthesis",9,5,9,5,3409,921,0.19406694142872,0.486300968025814,0.466837312855791,1.099008219102,"Lytic",14,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"69","Molybdopterin biosynthesis",1,2,1,2,3417,924,0.116881926074507,0.135206321334504,0.162311631309437,2.62316170725543,"Lytic",3,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"70","Molybdopterin biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"71","Motility (N)",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","N","AVG_NonSporBacil_Lifestyle"
"72","Mureine biosynthesis",12,1,12,1,3406,925,0.322962727713497,3.25895478567234,2.26405401438427,1.1789083774961,"Temperate",13,"UHGV","M","AVG_NonSporBacil_Lifestyle"
"73","Mureine biosynthesis",4,0,4,0,1096,945,0.128945914403594,Inf,7.76060191518468,2.95616855271848,"Temperate",4,"INPHARED","M","AVG_NonSporBacil_Lifestyle"
"74","NAD biosynthesis",2,239,2,239,1098,706,7.25102384983965e-85,0.00538064643970399,0.00671346294006916,7.21872715493816,"Lytic",241,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"75","NAD biosynthesis",2,4,2,4,3416,922,0.021266920254575,0.134953161592506,0.150007317430119,2.73689521708183,"Lytic",6,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"76","NADH dehydrogenase",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"77","NO_HIT",1096,941,1096,941,4,4,1,1.16471838469713,1.16463090812533,0.219872812059365,"Temperate",2037,"INPHARED","0","AVG_NonSporBacil_Lifestyle"
"78","NO_HIT",3418,925,3418,925,0,1,0.213167587476979,Inf,11.0810372771475,3.47002103083704,"Temperate",4343,"UHGV","0","AVG_NonSporBacil_Lifestyle"
"79","Non-phosphorylated Entner-Doudoroff pathway",4,0,4,0,1096,945,0.128945914403594,Inf,7.76060191518468,2.95616855271848,"Temperate",4,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"80","Nucleotide (F)",27,14,27,14,3391,912,0.0541341467350127,0.518683911193495,0.510276705963692,0.970648310420856,"Lytic",41,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"81","Nucleotide (F)",7,298,7,298,1093,647,2.22911018179878e-101,0.0139048367586287,0.0148777724930092,6.07069764813046,"Lytic",305,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"82","Pantothenate/CoA biosynthesis",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"83","Pantothenate/CoA biosynthesis",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"84","Pentose phosphate pathway",5,0,5,0,1095,945,0.0657917880520564,Inf,9.49383842994067,3.24699149759684,"Temperate",5,"INPHARED","G","AVG_NonSporBacil_Lifestyle"
"85","Phage-associated",1100,945,1100,945,0,0,1,NA,1.16393442622951,0.219009781941796,"Equal",2045,"INPHARED","Ph","AVG_NonSporBacil_Lifestyle"
"86","Phage-associated",3418,923,3418,923,0,3,0.00966173731372735,Inf,25.9117487818083,4.69553448106162,"Temperate",4341,"UHGV","Ph","AVG_NonSporBacil_Lifestyle"
"87","Phospholipid biosynthesis",3,0,3,0,3415,926,1,Inf,1.89884350753916,0.925121011227091,"Temperate",3,"UHGV","I","AVG_NonSporBacil_Lifestyle"
"88","Phospholipid biosynthesis",3,9,3,9,1097,936,0.0771499060727946,0.284412032816773,0.31437477520681,1.66944263156566,"Lytic",12,"INPHARED","I","AVG_NonSporBacil_Lifestyle"
"89","Posttranslational (O)",54,262,54,262,1046,683,3.87666692734676e-48,0.134580298629457,0.135602120446841,2.88254835642621,"Lytic",316,"INPHARED","O","AVG_NonSporBacil_Lifestyle"
"90","Posttranslational (O)",503,45,503,45,2915,881,2.90170149193946e-18,3.37825805222032,3.34577975617248,1.74234247970512,"Temperate",548,"UHGV","O","AVG_NonSporBacil_Lifestyle"
"91","Proline biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"92","Proline degradation",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"93","Purine biosynthesis",5,2,5,2,3413,924,0.645752934980242,0.676823908584823,0.595840046872711,0.747003003386098,"Lytic",7,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"94","Purine biosynthesis",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"95","Purine salvage",0,1,0,1,3418,925,0.213167587476979,0,0.090244259178002,3.47002103083704,"Lytic",1,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"96","Purine salvage",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"97","Pyridoxal phosphate biosynthesis",1,0,1,0,1099,945,1,Inf,2.57980900409277,1.36726425981595,"Temperate",1,"INPHARED","S","AVG_NonSporBacil_Lifestyle"
"98","Pyrimidine biosynthesis",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"99","Pyrimidine biosynthesis",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"100","Pyrimidine degradation",18,1,18,1,3400,925,0.0972358747069101,4.89705882352941,3.35671224819879,1.74704886831643,"Temperate",19,"UHGV","C","AVG_NonSporBacil_Lifestyle"
"101","Pyrimidine degradation",9,0,9,0,1091,945,0.0046540451225283,Inf,16.4585432890518,4.04076474640256,"Temperate",9,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"102","Pyrimidine salvage",11,5,11,5,3407,921,0.357202297816272,0.594716759612562,0.565450543587007,0.822527248642143,"Lytic",16,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"103","Pyrimidine salvage",5,86,5,86,1095,859,4.56320605105268e-24,0.0456090049909738,0.0498861606730635,4.32521654851159,"Lytic",91,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"104","Pyrimidine salvagetRNA modification",3,0,3,0,3415,926,1,Inf,1.89884350753916,0.925121011227091,"Temperate",3,"UHGV","J","AVG_NonSporBacil_Lifestyle"
"105","Pyruvate oxidation",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"106","Replication, recombination, repair (L)",1386,206,1386,206,2032,720,6.30056110811174e-26,2.3839920495375,2.38014408715516,1.25104891283239,"Temperate",1592,"UHGV","L","AVG_NonSporBacil_Lifestyle"
"107","Replication, recombination, repair (L)",293,620,293,620,807,325,2.21878304027516e-71,0.190320582004237,0.19066666999299,2.39087542343596,"Lytic",913,"INPHARED","L","AVG_NonSporBacil_Lifestyle"
"108","Riboflavin/FAD biosynthesis",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","H","AVG_NonSporBacil_Lifestyle"
"109","Riboflavin/FAD biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"110","Ribosome 30S subunit",4,0,4,0,1096,945,0.128945914403594,Inf,7.76060191518468,2.95616855271848,"Temperate",4,"INPHARED","J","AVG_NonSporBacil_Lifestyle"
"111","Ribosome 30S subunit",6,0,6,0,3412,926,0.352651003964989,Inf,3.52952380952381,1.81947355347378,"Temperate",6,"UHGV","J","AVG_NonSporBacil_Lifestyle"
"112","Ribosome 50S subunit",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","J","AVG_NonSporBacil_Lifestyle"
"113","Ribosome 50S subunit",5,0,5,0,1095,945,0.0657917880520564,Inf,9.49383842994067,3.24699149759684,"Temperate",5,"INPHARED","J","AVG_NonSporBacil_Lifestyle"
"114","RNA polymerase",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","K","AVG_NonSporBacil_Lifestyle"
"115","RNA polymerase",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","K","AVG_NonSporBacil_Lifestyle"
"116","Secondary metabolite (Q)",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","Q","AVG_NonSporBacil_Lifestyle"
"117","Secondary metabolite (Q)",6,0,6,0,1094,945,0.0337228080886106,Inf,11.2302421196894,3.48931712690991,"Temperate",6,"INPHARED","Q","AVG_NonSporBacil_Lifestyle"
"118","Serine biosynthesis",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"119","Serine biosynthesis",4,3,4,3,3414,923,0.171257260235459,0.360476469439563,0.347739681609941,1.52392038820331,"Lytic",7,"UHGV","E","AVG_NonSporBacil_Lifestyle"
"120","Signal transd. (T)",61,18,61,18,3357,908,0.781419120874286,0.916625293747725,0.899523052464229,0.152767840370399,"Lytic",79,"UHGV","T","AVG_NonSporBacil_Lifestyle"
"121","Signal transd. (T)",11,311,11,311,1089,634,1.54754820799778e-101,0.0205917697879113,0.0215002832377053,5.53950052424179,"Lytic",322,"INPHARED","T","AVG_NonSporBacil_Lifestyle"
"122","Sporulation",2199,249,2199,249,1219,677,3.50559506351678e-93,4.90468189410637,4.89757292362503,2.29206697401791,"Temperate",2448,"UHGV","Sp","AVG_NonSporBacil_Lifestyle"
"123","Sporulation",579,666,579,666,521,279,1.55286527016259e-16,0.465554806245785,0.465994494788606,1.10161518375908,"Lytic",1245,"INPHARED","Sp","AVG_NonSporBacil_Lifestyle"
"124","TCA cycle",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","C","AVG_NonSporBacil_Lifestyle"
"125","TCA cycle",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","C","AVG_NonSporBacil_Lifestyle"
"126","Thiamine biosynthesis",2,0,2,0,1098,945,0.502629199182771,Inf,4.30359581247155,2.10554258841385,"Temperate",2,"INPHARED","H","AVG_NonSporBacil_Lifestyle"
"127","Threonine biosynthesis",1,0,1,0,3417,926,1,Inf,0.813313825896123,0.298115955745,"Temperate",1,"UHGV","E","AVG_NonSporBacil_Lifestyle"
"128","Thymidylate biosynthesis",24,43,24,43,3394,883,2.79820943858719e-14,0.145208370448534,0.146591088017635,2.77013069716995,"Lytic",67,"UHGV","F","AVG_NonSporBacil_Lifestyle"
"129","Thymidylate biosynthesis",46,26,46,26,1054,919,0.0919131590999798,1.54262151510728,1.53007327088757,0.613600741163079,"Temperate",72,"INPHARED","F","AVG_NonSporBacil_Lifestyle"
"130","Transcription (K)",357,6,357,6,3061,920,8.12922120051207e-31,17.8830447566155,16.536828352115,4.04761065712069,"Temperate",363,"UHGV","K","AVG_NonSporBacil_Lifestyle"
"131","Transcription (K)",99,23,99,23,1001,922,1.23497771560778e-10,3.96464405160057,3.90005417405806,1.96349416400106,"Temperate",122,"INPHARED","K","AVG_NonSporBacil_Lifestyle"
"132","Translation (J)",47,12,47,12,3371,914,1,1.06194996539108,1.03072816253893,0.0436638959768609,"Temperate",59,"UHGV","J","AVG_NonSporBacil_Lifestyle"
"133","Translation (J)",14,25,14,25,1086,920,0.0337273771857984,0.474401473296501,0.481750178212104,1.0536428946753,"Lytic",39,"INPHARED","J","AVG_NonSporBacil_Lifestyle"
"134","Translation factors",8,0,8,0,1092,945,0.00897203223087539,Inf,14.712585812357,3.87897892481214,"Temperate",8,"INPHARED","J","AVG_NonSporBacil_Lifestyle"
"135","Translation factors",3,0,3,0,3415,926,1,Inf,1.89884350753916,0.925121011227091,"Temperate",3,"UHGV","J","AVG_NonSporBacil_Lifestyle"
"136","tRNA modification",25,17,25,17,3393,909,0.00418157395121932,0.393977219535029,0.390532320191964,1.3564861451087,"Lytic",42,"UHGV","J","AVG_NonSporBacil_Lifestyle"
"137","tRNA modification",8,14,8,14,1092,931,0.131416730367176,0.487179487179487,0.499818511796733,1.00052375932356,"Lytic",22,"INPHARED","J","AVG_NonSporBacil_Lifestyle"
"138","Ubiquinone biosynthesis",1,0,1,0,1099,945,1,Inf,2.57980900409277,1.36726425981595,"Temperate",1,"INPHARED","S","AVG_NonSporBacil_Lifestyle"
"139","Unknown function (S)",813,56,813,56,2605,870,1.04244140678651e-39,4.84857417055114,4.81046221148931,2.26617552147689,"Temperate",869,"UHGV","S","AVG_NonSporBacil_Lifestyle"
"140","Unknown function (S)",89,327,89,327,1011,618,2.19713739853976e-51,0.166371745660124,0.16710350058299,2.58118613874247,"Lytic",416,"INPHARED","S","AVG_NonSporBacil_Lifestyle"
"141","Urea cycle",3,0,3,0,1097,945,0.253943798774157,Inf,6.03052391799544,2.59228334558465,"Temperate",3,"INPHARED","E","AVG_NonSporBacil_Lifestyle"
"142","Urea cycle",2,0,2,0,3416,926,1,Inf,1.3559198009659,0.43927184943999,"Temperate",2,"UHGV","E","AVG_NonSporBacil_Lifestyle"
