fasta_id	sequence_id	predicted_label	p_temperate	p_virulent
VIRSorter_AD_CERC_C7A_k121_263319_flag_0_multi_49_0385_len_54464-cat_2	26	temperate	0.5027736743559922	0.4972263256440078
VIRSorter_AD_CERC_C8A_k121_308437_flag_0_multi_47_0060_len_54464-cat_2	27	temperate	0.5027736743559922	0.4972263256440078
VIRSorter_AD_CERC_C8A_k121_39140_flag_0_multi_43_6666_len_48615-cat_2	28	temperate	0.5039421287381363	0.4960578712618637
VIRSorter_AD_CERC_C7A_k121_123805_flag_0_multi_67_1130_len_45728-cat_2	29	temperate	0.7767628625639277	0.22323713743607235
VIRSorter_AD_CERC_C7A_k121_188775_flag_0_multi_82_5128_len_44808-cat_2	30	temperate	0.5833426231647411	0.416657376835259
VIRSorter_AD_CERC_I3A_k121_5910_flag_0_multi_115_6517_len_44387-cat_2	31	temperate	0.8872342554111545	0.11276574458884538
VIRSorter_AD_CERC_C8A_k121_22785_flag_0_multi_45_3628_len_41180-cat_2	32	virulent	0.25275321478499696	0.747246785215003
VIRSorter_AD_CERC_C7A_k121_124554_flag_1_multi_37_9895_len_38799-cat_2	33	virulent	0.2598204278117772	0.7401795721882228
VIRSorter_AD_CERC_C8A_k121_55471_flag_0_multi_326_9962_len_38280-cat_2	34	virulent	0.4615699699846276	0.5384300300153724
VIRSorter_AD_CERC_C7A_k121_130354_flag_1_multi_277_0000_len_32331-cat_2	35	virulent	0.45402023261118263	0.5459797673888174
VIRSorter_AD_CERC_C8A_k121_275883_flag_1_multi_200_0000_len_32300-cat_2	36	temperate	0.5007651935492338	0.49923480645076623
VIRSorter_AD_CERC_C7A_k121_4870_flag_1_multi_52_2374_len_30187-cat_2	37	temperate	0.522491708309989	0.47750829169001097
VIRSorter_AD_CERC_C7A_k121_223389_flag_0_multi_162_9295_len_26636-cat_2	38	temperate	0.832864100509911	0.1671358994900891
VIRSorter_AD_CERC_I8A_k121_194651_flag_0_multi_28_0644_len_22018-cat_2	39	temperate	0.6915754102520102	0.3084245897479898
VIRSorter_AD_CERC_C8A_k121_310420_flag_1_multi_26_0000_len_15618-cat_2	40	temperate	0.8660608772515453	0.1339391227484546
VIRSorter_AD_CERC_I7A_k121_218888_flag_1_multi_183_5883_len_11937-cat_2	41	temperate	0.7550336353572442	0.24496636464275579
VIRSorter_AD_CERC_C7A_k121_57438_flag_0_multi_48_0163_len_172213_gene_77_gene_176-95000-172263-cat_4	42	temperate	0.6622367355863557	0.33776326441364435
VIRSorter_AD_CERC_C3A_k121_143978_flag_0_multi_174_0000_len_119804_gene_1_gene_41-0-26055-cat_4	43	temperate	0.6678651668504519	0.332134833149548
VIRSorter_AD_CERC_I8A_k121_38147_flag_0_multi_78_0261_len_400504_gene_1_gene_45-0-33183-cat_5	44	virulent	0.49767030352182207	0.5023296964781779
VIRSorter_AD_CERC_C8A_k121_44871_flag_0_multi_55_6837_len_172088_gene_69_gene_177-89946-172138-cat_5	45	temperate	0.6673190875928564	0.3326809124071436
VIRSorter_AD_CERC_C8A_k121_44871_flag_0_multi_55_6837_len_172088_gene_37_gene_177-46601-172138-cat_5	46	temperate	0.7143481327865566	0.28565186721344343
VIRSorter_AD_CERC_C3A_k121_147575_flag_0_multi_111_9866_len_165731_gene_65_gene_156-101550-162632-cat_5	47	temperate	0.74873309479746	0.25126690520254
VIRSorter_AD_CERC_I7A_k121_29993_flag_0_multi_173_2662_len_160148_gene_1_gene_46-0-33183-cat_5	48	virulent	0.49767030352182207	0.5023296964781779
VIRSorter_AD_CERC_C8A_k121_160370_flag_0_multi_31_0066_len_156420_gene_76_gene_135-102842-146770-cat_5	49	temperate	0.8582170021411049	0.14178299785889512
VIRSorter_AD_CERC_C3A_k121_55955_flag_0_multi_415_0259_len_77867_gene_15_gene_74-13006-56934-cat_5	50	temperate	0.9054415644977432	0.09455843550225679
VIRSorter_AD_CERC_I7A_k121_113829_flag_0_multi_124_2286_len_69186_gene_1_gene_58-213-40410-cat_5	51	temperate	0.7302116855741483	0.26978831442585166
VIRSorter_Columbia_River_N33040OSUsa_scaffold_14-cat_2	52	temperate	0.9335516937107583	0.06644830628924166
VIRSorter_Columbia_River_S24050OSUsa_scaffold_158-cat_2	53	temperate	0.8588965773678563	0.14110342263214373
VIRSorter_Columbia_River_S2010OSUsa_scaffold_281-cat_2	54	temperate	0.9553127793598841	0.044687220640115884
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_429-cat_1	55	virulent	0.3511397772316318	0.6488602227683682
VIRSorter_CT_feces_enrich_feces_day27_scaffold_1619-cat_1	56	temperate	0.6353671264235539	0.3646328735764461
VIRSorter_CT_feces_enrich_CT_feces_day10_scaffold_183-circular-cat_2	57	temperate	0.7818131829012579	0.2181868170987421
VIRSorter_CT_feces_enrich_CT_feces_day60_scaffold_183-circular-cat_2	58	temperate	0.7568365133392007	0.24316348666079934
VIRSorter_CT_feces_enrich_CT_feces_day27_scaffold_43-circular-cat_2	59	virulent	0.24641905721674937	0.7535809427832506
VIRSorter_CT_feces_enrich_feces_day27_scaffold_270-cat_2	60	temperate	0.8624313068071883	0.13756869319281173
VIRSorter_CT_feces_enrich_feces_day27_scaffold_291-cat_2	61	temperate	0.5701283306146098	0.4298716693853902
VIRSorter_CT_feces_enrich_CT_feces_day60_scaffold_47-cat_2	62	temperate	0.7453412170729953	0.2546587829270048
VIRSorter_CT_feces_enrich_CT_feces_day10_scaffold_47-cat_2	63	temperate	0.751346586133545	0.24865341386645512
VIRSorter_CT_feces_enrich_feces_day27_scaffold_422-cat_2	64	temperate	0.7362665137758654	0.2637334862241346
VIRSorter_CT_feces_enrich_feces_day27_scaffold_508-cat_2	65	temperate	0.6152255031722169	0.38477449682778303
VIRSorter_CT_feces_enrich_feces_day27_scaffold_650-cat_2	66	temperate	0.8776799872876728	0.12232001271232723
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_392-cat_2	67	temperate	0.8695970505127076	0.13040294948729234
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_610-cat_2	68	temperate	0.8343496698349326	0.16565033016506742
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_679-cat_2	69	temperate	0.7083897826403474	0.29161021735965265
VIRSorter_CT_feces_enrich_feces_day27_scaffold_1123-cat_2	70	temperate	0.713367666448407	0.2866323335515929
VIRSorter_CT_feces_enrich_feces_day27_scaffold_1332-cat_2	71	temperate	0.6711280407810314	0.3288719592189686
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_937-cat_2	72	temperate	0.509393654364713	0.490606345635287
VIRSorter_CT_feces_enrich_feces_day27_scaffold_1542-cat_2	73	temperate	0.6515748268177755	0.3484251731822245
VIRSorter_CT_feces_enrich_CT_feces_day60_scaffold_179-cat_2	74	temperate	0.6589016424582694	0.3410983575417305
VIRSorter_CT_feces_enrich_CT_feces_day10_scaffold_179-cat_2	75	temperate	0.6589016424582694	0.3410983575417305
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_1012-cat_2	76	temperate	0.6037319509202508	0.3962680490797492
VIRSorter_CT_feces_enrich_feces_day27_scaffold_1854-cat_2	77	temperate	0.8428229032237035	0.15717709677629657
VIRSorter_CT_feces_enrich_feces_day27_scaffold_2154-cat_2	78	temperate	0.5676258645234448	0.4323741354765552
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_1817-cat_2	79	temperate	0.5956009592529137	0.4043990407470863
VIRSorter_CT_feces_enrich_feces_day27_scaffold_4375-cat_2	80	temperate	0.5681672005738798	0.43183279942612024
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_116_gene_13_gene_112-9920-73059-cat_4	81	temperate	0.6463747447748538	0.3536252552251462
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_0_gene_133_gene_232-138142-219567-cat_5	82	virulent	0.31324738898201	0.68675261101799
VIRSorter_CT_feces_enrich_feces_day27_scaffold_1_gene_202_gene_400-204664-351679-cat_5	83	virulent	0.3139432378696385	0.6860567621303616
VIRSorter_CT_feces_enrich_feces_day27_scaffold_6_gene_266_gene_399-262705-378195-cat_5	84	temperate	0.6961732635655126	0.3038267364344875
VIRSorter_CT_feces_enrich_feces_day27_scaffold_6_gene_291_gene_399-290676-378195-cat_5	85	temperate	0.6448811687478339	0.3551188312521662
VIRSorter_CT_feces_enrich_feces_day27_scaffold_29_gene_111_gene_229-130066-232054-cat_5	86	temperate	0.7611523148393444	0.2388476851606556
VIRSorter_CT_feces_enrich_feces_day27_scaffold_144_gene_60_gene_173-54629-135225-cat_5	87	temperate	0.7905186451290623	0.2094813548709377
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_277_gene_40_gene_94-36879-72656-cat_5	88	temperate	0.8993789288636581	0.10062107113634187
VIRSorter_CT_feces_enrich_CT_feces_day10_scaffold_41_gene_1_gene_56-0-34446-cat_5	89	temperate	0.9055134314509141	0.09448656854908598
VIRSorter_CT_feces_enrich_CT_feces_day60_scaffold_41_gene_28_gene_83-34098-68593-cat_5	90	temperate	0.903603548536075	0.09639645146392495
VIRSorter_CT_feces_enrich_feces_day27_scaffold_556_gene_22_gene_75-24305-64783-cat_5	91	temperate	0.8223993609126412	0.17760063908735885
VIRSorter_CT_feces_enrich_feces_day27_scaffold_648_gene_1_gene_56-0-34363-cat_5	92	temperate	0.8811833969922117	0.11881660300778828
VIRSorter_CT_feces_enrich_CT_feces_day17_scaffold_2306_gene_1_gene_12-0-6612-cat_5	93	virulent	0.4648485554924043	0.5351514445075958
VIRSorter_CT_soil_enrich_CT_day5_scaffold_96-circular-cat_2	94	temperate	0.6677823277607177	0.3322176722392824
VIRSorter_CT_soil_enrich_noCT_day20_scaffold_197-cat_2	95	temperate	0.649458387000478	0.35054161299952197
VIRSorter_CT_soil_enrich_noCT_day10_scaffold_128-cat_2	96	temperate	0.6807832637108762	0.3192167362891239
VIRSorter_CT_soil_enrich_CT_day10_scaffold_501-cat_2	97	temperate	0.5881042390371664	0.4118957609628337
VIRSorter_CT_soil_enrich_CT_day20_scaffold_649-cat_2	98	virulent	0.27870432278658935	0.7212956772134107
VIRSorter_CT_soil_enrich_CT_day10_scaffold_1141-cat_2	99	temperate	0.9128960604701221	0.08710393952987791
VIRSorter_CT_soil_enrich_CT_day10_scaffold_229_gene_24_gene_124-8599-83465-cat_5	100	virulent	0.3161607293805376	0.6838392706194624
VIRSorter_CT_soil_enrich_CT_day10_scaffold_156_gene_4_gene_53-1766-35303-cat_5	101	temperate	0.6890270404871871	0.3109729595128129
VIRSorter_EastRiver_Co1_scaffold_1953-cat_2	102	temperate	0.7667665047738735	0.23323349522612655
VIRSorter_EastRiver_Co2_scaffold_1114-cat_2	103	temperate	0.7678750326696095	0.23212496733039045
VIRSorter_EastRiver_Co1_scaffold_32_gene_11_gene_75-19536-80103-cat_5	104	temperate	0.6628003888136775	0.3371996111863225
VIRSorter_EastRiver_B2_scaffold_18_gene_11_gene_73-19536-80102-cat_5	105	temperate	0.6598974866041565	0.3401025133958435
VIRSorter_DJKA75_ANT-F21_scaffold_30-circular-cat_1	106	virulent	0.28392876652787924	0.7160712334721208
VIRSorter_DJKA67_ANT-F21_scaffold_40-circular-cat_1	107	virulent	0.308705028116685	0.691294971883315
VIRSorter_DJKA128_NP-F35_scaffold_149-circular-cat_1	108	temperate	0.851170092240915	0.14882990775908495
VIRSorter_DJKA113_NP-J24_scaffold_149-circular-cat_1	109	temperate	0.6774681314848422	0.32253186851515786
VIRSorter_DJKA105_NP-J24_scaffold_123-circular-cat_1	110	temperate	0.6998715101526791	0.30012848984732093
VIRSorter_DJKA99_ANT-F21_scaffold_84-circular-cat_1	111	virulent	0.2904772461930193	0.7095227538069807
VIRSorter_DJKA121_NP-J24_scaffold_78-circular-cat_1	112	temperate	0.6613336833135081	0.338666316686492
VIRSorter_DJKA72_NP-F35_scaffold_25-cat_1	113	temperate	0.7118533455301552	0.28814665446984467
VIRSorter_DJKA78_ANT-KO_scaffold_159-cat_1	114	temperate	0.8351129455569972	0.16488705444300272
VIRSorter_DJKA46_ANT-F21_scaffold_159-cat_1	115	temperate	0.7057534640015629	0.2942465359984372
VIRSorter_DJKA80_NP-35_scaffold_167-cat_1	116	temperate	0.7689621814211681	0.23103781857883196
VIRSorter_DJKA54_ANT-KO_scaffold_673-cat_1	117	temperate	0.861170326528778	0.13882967347122205
VIRSorter_DJKA84_ANT-21_scaffold_511-cat_1	118	temperate	0.7974513221903643	0.20254867780963579
VIRSorter_DJKA116_ANT-21_scaffold_949-cat_1	119	temperate	0.8238667587244465	0.17613324127555352
VIRSorter_JMDJ14_ANT-KO_scaffold_37-circular-cat_2	120	virulent	0.3804121756533396	0.6195878243466604
VIRSorter_DJKA72_NP-F35_scaffold_33-circular-cat_2	121	temperate	0.5135876723602631	0.48641232763973685
VIRSorter_DJKA80_NP-35_scaffold_19-circular-cat_2	122	temperate	0.7941238585231167	0.20587614147688327
VIRSorter_DJKA108_ANT-21_scaffold_79-circular-cat_2	123	temperate	0.6176896632437597	0.38231033675624015
VIRSorter_DJKA52_ANT-21_scaffold_1364-circular-cat_2	124	temperate	0.8521510754988757	0.14784892450112427
VIRSorter_DJKA95_NP-F11_scaffold_44-circular-cat_2	125	temperate	0.7431989593090648	0.2568010406909352
VIRSorter_DJKA51_ANT-F21_scaffold_1901-circular-cat_2	126	temperate	0.8716116456147092	0.12838835438529078
VIRSorter_DJKA121_NP-J24_scaffold_118-circular-cat_2	127	temperate	0.682714165212717	0.31728583478728306
VIRSorter_DJKA107_ANT-F21_scaffold_100-cat_2	128	virulent	0.34545045585116346	0.6545495441488366
VIRSorter_DJKA113_NP-J24_scaffold_49-cat_2	129	temperate	0.6013556302738856	0.3986443697261144
VIRSorter_DJKA105_NP-J24_scaffold_33-cat_2	130	temperate	0.6013623402204837	0.39863765977951626
VIRSorter_DJKA59_ANT-F21_scaffold_17-cat_2	131	virulent	0.30352335629452254	0.6964766437054775
VIRSorter_DJKA47_NP-F11_scaffold_30-cat_2	132	virulent	0.49226992944076237	0.5077300705592377
VIRSorter_DJKA119_NP-F11_scaffold_6-cat_2	133	temperate	0.8396571487835963	0.16034285121640376
VIRSorter_DJKA120_NP-F35_scaffold_19-cat_2	134	temperate	0.8462689034157643	0.15373109658423567
VIRSorter_DJKA102_ANT-KO_scaffold_57-cat_2	135	virulent	0.3993455042791076	0.6006544957208925
VIRSorter_DJKA102_ANT-KO_scaffold_99-cat_2	136	virulent	0.32589998017314376	0.6741000198268563
VIRSorter_DJKA123_ANT-F21_scaffold_106-cat_2	137	temperate	0.6543994769654145	0.3456005230345856
VIRSorter_DJKA115_ANT-F21_scaffold_260-cat_2	138	temperate	0.6932302467757446	0.30676975322425537
VIRSorter_DJKA39_NP-F11_scaffold_64-cat_2	139	virulent	0.2590830296284676	0.7409169703715325
VIRSorter_JMDJ19_ANT-F21_scaffold_92-cat_2	140	temperate	0.8275663075222117	0.17243369247778825
VIRSorter_DJKA46_ANT-F21_scaffold_27-cat_2	141	temperate	0.6679147884003265	0.3320852115996735
VIRSorter_DJKA59_ANT-F21_scaffold_132-cat_2	142	virulent	0.23367649745780594	0.7663235025421941
VIRSorter_DJKA51_ANT-F21_scaffold_88-cat_2	143	temperate	0.8309521681044134	0.16904783189558661
VIRSorter_DJKA86_ANT-KO_scaffold_71-cat_2	144	temperate	0.6415427196174305	0.3584572803825695
VIRSorter_DJKA59_ANT-F21_scaffold_145-cat_2	145	virulent	0.33313810888540046	0.6668618911145995
VIRSorter_DJKA51_ANT-F21_scaffold_92-cat_2	146	temperate	0.8475492109034383	0.1524507890965618
VIRSorter_DJKA107_ANT-F21_scaffold_447-cat_2	147	virulent	0.4886094398906665	0.5113905601093335
VIRSorter_DJKA115_ANT-F21_scaffold_122-cat_2	148	temperate	0.5666012243243477	0.4333987756756524
VIRSorter_DJKA87_NP-F11_scaffold_70-cat_2	149	temperate	0.7527078389250789	0.24729216107492114
VIRSorter_DJKA107_ANT-F21_scaffold_576-cat_2	150	virulent	0.3780092928709731	0.6219907071290269
VIRSorter_DJKA113_NP-J24_scaffold_1278-cat_2	151	temperate	0.7326534578737072	0.2673465421262928
VIRSorter_DJKA127_NP-F11_scaffold_136-cat_2	152	temperate	0.9303066322833539	0.06969336771664603
VIRSorter_DJKA41_NP-J24_scaffold_44-cat_2	153	temperate	0.5629606829325954	0.4370393170674046
VIRSorter_DJKA123_ANT-F21_scaffold_347-cat_2	154	virulent	0.3046099635508274	0.6953900364491725
VIRSorter_DJKA59_ANT-F21_scaffold_267-cat_2	155	temperate	0.7739946822947783	0.22600531770522173
VIRSorter_DJKA123_ANT-F21_scaffold_660-cat_2	156	temperate	0.806477602842304	0.19352239715769612
VIRSorter_DJKA76_ANT-21_scaffold_127-cat_2	157	temperate	0.6993537024329634	0.3006462975670366
VIRSorter_DJKA48_scaffold_183-cat_2	158	temperate	0.5014325905073159	0.4985674094926841
VIRSorter_DJKA68_ANT-21_scaffold_242-cat_2	159	temperate	0.7799489536956776	0.22005104630432232
VIRSorter_DJKA96_NP-F35_scaffold_71-cat_2	160	temperate	0.83890579101073	0.16109420898927004
VIRSorter_DJKA70_ANT-KO_scaffold_189-cat_2	161	temperate	0.7790345625361121	0.22096543746388783
VIRSorter_DJKA99_ANT-F21_scaffold_478-cat_2	162	virulent	0.2800853236388044	0.7199146763611955
VIRSorter_DJKA107_ANT-F21_scaffold_1143-cat_2	163	temperate	0.9135665089169365	0.08643349108306358
VIRSorter_DJKA70_ANT-KO_scaffold_261-cat_2	164	temperate	0.564484777611684	0.4355152223883159
VIRSorter_DJKA79_NP-F11_scaffold_179-cat_2	165	temperate	0.7962231257724114	0.2037768742275886
VIRSorter_DJKA63_NP-F11_scaffold_137-cat_2	166	temperate	0.8386087945432227	0.1613912054567773
VIRSorter_DJKA51_ANT-F21_scaffold_285-cat_2	167	virulent	0.4111941914010506	0.5888058085989494
VIRSorter_DJKA72_NP-F35_scaffold_127-cat_2	168	virulent	0.29222216731143674	0.7077778326885632
VIRSorter_DJKA104_NP-F35_scaffold_256-cat_2	169	temperate	0.9718498866829612	0.02815011331703881
VIRSorter_DJKA123_ANT-F21_scaffold_818-cat_2	170	virulent	0.23289810044917678	0.7671018995508233
VIRSorter_DJKA110_ANT-KO_scaffold_640-cat_2	171	virulent	0.41008024966910084	0.5899197503308993
VIRSorter_DJKA108_ANT-21_scaffold_181-cat_2	172	virulent	0.2641327383921534	0.7358672616078467
VIRSorter_DJKA115_ANT-F21_scaffold_423-cat_2	173	virulent	0.2587004372219287	0.7412995627780713
VIRSorter_DJKA123_ANT-F21_scaffold_855-cat_2	174	temperate	0.6626225575788318	0.33737744242116824
VIRSorter_DJKA51_ANT-F21_scaffold_387-cat_2	175	virulent	0.2971427267140071	0.702857273285993
VIRSorter_DJKA121_NP-J24_scaffold_507-cat_2	176	temperate	0.7376074718299553	0.26239252817004466
VIRSorter_DJKA59_ANT-F21_scaffold_735-cat_2	177	temperate	0.8440384179029472	0.1559615820970528
VIRSorter_DJKA41_NP-J24_scaffold_207-cat_2	178	temperate	0.8732485812843649	0.12675141871563517
VIRSorter_DJKA116_ANT-21_scaffold_621-cat_2	179	temperate	0.6430730808196706	0.3569269191803295
VIRSorter_DJKA107_ANT-F21_scaffold_2105-cat_2	180	temperate	0.8345534571119575	0.16544654288804253
VIRSorter_DJKA113_NP-J24_scaffold_974-cat_2	181	temperate	0.8424788795506687	0.15752112044933128
VIRSorter_DJKA51_ANT-F21_scaffold_572-cat_2	182	virulent	0.22545252694065318	0.7745474730593468
VIRSorter_DJKA107_ANT-F21_scaffold_2391-cat_2	183	virulent	0.2724733137432982	0.7275266862567018
VIRSorter_DJKA126_ANT-KO_scaffold_1533-cat_2	184	virulent	0.3224937980720592	0.6775062019279408
VIRSorter_DJKA105_NP-J24_scaffold_825-cat_2	185	temperate	0.7529991871565903	0.24700081284340972
VIRSorter_DJKA100_ANT-21_scaffold_584-cat_2	186	virulent	0.19807890898856442	0.8019210910114356
VIRSorter_DJKA83_ANT-F21_scaffold_569-cat_2	187	temperate	0.5084713724894863	0.49152862751051374
VIRSorter_DJKA107_ANT-F21_scaffold_2755-cat_2	188	temperate	0.7311168983592662	0.2688831016407338
VIRSorter_DJKA68_ANT-21_scaffold_711-cat_2	189	temperate	0.5298261159188933	0.4701738840811067
VIRSorter_DJKA83_ANT-F21_scaffold_652-cat_2	190	temperate	0.8438506946895159	0.15614930531048413
VIRSorter_DJKA99_ANT-F21_scaffold_2048-cat_2	191	temperate	0.7368085613486983	0.26319143865130157
VIRSorter_DJKA111_NP-F11_scaffold_606-cat_2	192	temperate	0.783684928740132	0.21631507125986804
VIRSorter_DJKA54_ANT-KO_scaffold_1007-cat_2	193	virulent	0.3743134561847972	0.6256865438152027
VIRSorter_DJKA120_NP-F35_scaffold_710-cat_2	194	temperate	0.6566329498043951	0.3433670501956048
VIRSorter_DJKA99_ANT-F21_scaffold_1583-cat_2	195	temperate	0.6097069209037982	0.3902930790962018
VIRSorter_DJKA123_ANT-F21_scaffold_1844-cat_2	196	temperate	0.8072276854892563	0.19277231451074373
VIRSorter_DJKA84_ANT-21_scaffold_790-cat_2	197	temperate	0.8412525952435219	0.15874740475647806
VIRSorter_DJKA102_ANT-KO_scaffold_1657-cat_2	198	temperate	0.6332723421957294	0.36672765780427063
VIRSorter_DJKA126_ANT-KO_scaffold_2447-cat_2	199	temperate	0.9369438730120612	0.06305612698793885
VIRSorter_DJKA56_NP-F35_scaffold_385-cat_2	200	virulent	0.431356484274928	0.5686435157250721
VIRSorter_DJKA40_NP-F35_scaffold_527-cat_2	201	temperate	0.8995157840943385	0.10048421590566152
VIRSorter_DJKA40_NP-F35_scaffold_537-cat_2	202	virulent	0.3597524453910966	0.6402475546089034
VIRSorter_DJKA54_ANT-KO_scaffold_1419-cat_2	203	virulent	0.2086488473321275	0.7913511526678726
VIRSorter_DJKA48_scaffold_672-cat_2	204	temperate	0.5045808690463831	0.49541913095361684
VIRSorter_DJKA126_ANT-KO_scaffold_2740-cat_2	205	virulent	0.1997091952347289	0.800290804765271
VIRSorter_DJKA107_ANT-F21_scaffold_4731-cat_2	206	virulent	0.17593482087208204	0.824065179127918
VIRSorter_DJKA78_ANT-KO_scaffold_1866-cat_2	207	temperate	0.7938507167330541	0.2061492832669459
VIRSorter_DJKA49_NP-J24_scaffold_415-cat_2	208	temperate	0.6165687142415025	0.38343128575849744
VIRSorter_DJKA126_ANT-KO_scaffold_3336-cat_2	209	temperate	0.8042865686999185	0.19571343130008154
VIRSorter_DJKA86_ANT-KO_scaffold_1125-cat_2	210	temperate	0.7089523394152797	0.29104766058472037
VIRSorter_DJKA128_NP-F35_scaffold_1570-cat_2	211	temperate	0.9255869777874265	0.07441302221257363
VIRSorter_DJKA102_ANT-KO_scaffold_2255-cat_2	212	temperate	0.7448173344004503	0.2551826655995497
VIRSorter_DJKA124_ANT-21_scaffold_2872-cat_2	213	temperate	0.8984273331477777	0.10157266685222237
VIRSorter_DJKA99_ANT-F21_scaffold_2486-cat_2	214	temperate	0.8407652890880923	0.15923471091190772
VIRSorter_DJKA124_ANT-21_scaffold_2336-cat_2	215	temperate	0.9576966005348145	0.04230339946518548
VIRSorter_DJKA95_NP-F11_scaffold_1_gene_38_gene_146-36310-138510-cat_5	216	temperate	0.8946116638636259	0.10538833613637405
VIRSorter_DJKA102_ANT-KO_scaffold_2_gene_1_gene_88-117-102778-cat_5	217	temperate	0.7020997976334026	0.29790020236659753
VIRSorter_DJKA118_ANT-KO_scaffold_14_gene_57_gene_82-61295-79235-cat_5	218	temperate	0.8622088618197005	0.13779113818029953
VIRSorter_DJKA64_NP-F35_scaffold_67_gene_13_gene_24-13121-29029-cat_5	219	temperate	0.8275627351075252	0.17243726489247482
VIRSorter_DJKA95_NP-F11_scaffold_678_gene_1_gene_15-140-9860-cat_5	220	temperate	0.679496509545634	0.32050349045436605
VIRSorter_K_1_A_VIRSorter_K-1-A_scaffold_2391-cat_2-cat_2	221	temperate	0.8814806922803224	0.11851930771967753
VIRSorter_K_1_A_VIRSorter_K-1-A_scaffold_697-cat_2-cat_2	222	temperate	0.5904552334896443	0.4095447665103557
VIRSorter_K_2_A_VIRSorter_scaffold_96-circular-cat_1-cat_2	223	temperate	0.5124313222128958	0.4875686777871043
